City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Nanortalik,GL,60.1432,-45.2371,38.64,83,19,19.37,few clouds
347,San Patricio,US,28.017,-97.5169,87.89,56,48,16.11,scattered clouds
348,Reo,BF,12.3167,-2.4667,95.61,27,8,5.75,clear sky
349,Hovd,MN,48.0056,91.6419,46.35,38,17,1.5,few clouds
350,Kysyl-Syr,RU,63.8986,122.7617,56.7,44,35,6.06,scattered clouds
351,Borba,BR,-4.3878,-59.5939,80.71,71,100,2.04,overcast clouds
352,Champerico,GT,14.3,-91.9167,87.35,65,40,9.13,scattered clouds
353,Baramati,IN,18.15,74.5833,79.63,71,100,8.43,overcast clouds
354,Talaya,RU,61.3833,152.75,42.57,65,100,7.34,overcast clouds
355,Lahat,ID,-3.8,103.5333,71.92,98,78,2.21,broken clouds
356,Severo-Yeniseyskiy,RU,60.3725,93.0408,34.07,70,89,3.65,overcast clouds
357,Lompoc,US,34.6391,-120.4579,83.7,71,1,13.8,clear sky
358,Mogadishu,SO,2.0371,45.3438,78.24,85,88,16.82,overcast clouds
359,Kutahya,TR,39.4242,29.9833,58.95,76,100,3.29,light rain
360,Liverpool,GB,53.4106,-2.9779,60.75,77,32,8.32,scattered clouds
361,Ketchikan,US,55.3422,-131.6461,53.58,94,100,3.11,light rain
362,Kutum,SD,14.2,24.6667,87.08,18,89,8.34,overcast clouds
363,Issoire,FR,45.55,3.25,61.86,83,84,2.55,broken clouds
364,Meulaboh,ID,4.1363,96.1285,75.2,89,87,4.72,overcast clouds
365,Sorland,NO,67.667,12.6934,45.88,93,100,14.38,overcast clouds
366,Buala,SB,-8.145,159.5921,81.7,80,76,5.01,broken clouds
367,Aba,NG,5.1066,7.3667,76.89,94,91,5.84,light rain
368,Fortuna,US,40.5982,-124.1573,85.19,71,96,4.0,overcast clouds
369,La Libertad,EC,-2.2333,-80.9,72.95,84,94,9.62,overcast clouds
370,Fray Bentos,UY,-33.1325,-58.2956,49.14,56,0,4.12,clear sky
371,Dali,CN,25.7,100.1833,60.73,92,39,5.01,scattered clouds
372,Bubaque,GW,11.2833,-15.8333,77.94,77,75,17.96,broken clouds
373,Grand Gaube,MU,-20.0064,57.6608,72.37,83,43,1.99,light rain
374,Fort Nelson,CA,58.8053,-122.7002,67.59,26,75,2.3,broken clouds
375,Larsnes,NO,62.2028,5.5773,51.6,87,28,6.04,scattered clouds
376,Ambanja,MG,-13.6833,48.45,72.5,93,89,2.98,light rain
377,Kharp,RU,66.8014,65.8081,32.61,79,32,10.56,scattered clouds
378,Benguela,AO,-12.5763,13.4055,73.27,75,3,2.89,clear sky
379,Kristiinankaupunki,FI,62.2743,21.376,45.0,75,80,8.63,broken clouds
380,Khandagayty,RU,50.7333,92.05,40.71,55,72,5.53,broken clouds
381,Rio Gallegos,AR,-51.6226,-69.2181,33.85,75,75,10.36,broken clouds
382,Namibe,AO,-15.1961,12.1522,71.8,65,16,3.13,few clouds
383,Southbridge,US,42.0751,-72.0334,49.08,98,100,12.37,overcast clouds
384,Jieshi,CN,22.8134,115.8257,79.23,91,100,3.44,light rain
385,Camacha,PT,33.0833,-16.3333,61.56,67,20,12.66,few clouds
386,Aykhal,RU,66.0,111.5,54.91,39,10,4.0,clear sky
387,Tual,ID,-5.6667,132.75,81.5,76,100,18.25,overcast clouds
388,Westport,US,41.1415,-73.3579,51.94,93,90,1.01,moderate rain
389,Botou,CN,38.0667,116.5667,61.97,58,11,4.99,few clouds
390,Kushiro,JP,42.975,144.3747,44.98,75,88,12.33,overcast clouds
391,Amarante Do Maranhao,BR,-5.5667,-46.7422,76.37,56,10,1.03,clear sky
392,Zemetchino,RU,53.4973,42.6163,44.26,89,100,14.0,overcast clouds
393,Rehoboth,NA,-23.3167,17.0833,57.4,29,1,6.26,clear sky
394,Demyanovo,RU,60.3511,47.0842,32.05,77,6,3.62,clear sky
395,Sao Joao Do Piaui,BR,-8.3581,-42.2467,79.65,36,46,5.1,scattered clouds
396,Yerbogachen,RU,61.2767,108.0108,47.05,76,99,6.46,overcast clouds
397,Klaksvik,FO,62.2266,-6.589,52.72,94,11,20.54,few clouds
398,Vallenar,CL,-28.5708,-70.7581,69.22,43,0,3.91,clear sky
399,Broken Hill,AU,-31.95,141.4333,31.71,64,4,0.0,clear sky
400,San Cristobal,VE,7.7669,-72.225,77.18,57,46,6.04,scattered clouds
401,Huambo,AO,-12.7761,15.7392,54.36,41,0,3.0,clear sky
402,Havelock,US,34.8791,-76.9013,63.05,92,90,3.0,overcast clouds
403,Adrar,MR,20.5022,-10.0711,91.69,25,99,8.12,overcast clouds
404,Umarizal,BR,-5.9906,-37.8144,80.6,60,74,9.15,broken clouds
405,Llangefni,GB,53.2556,-4.3106,55.26,84,73,3.44,broken clouds
406,Cacu,BR,-18.5567,-51.1308,80.89,41,100,1.72,overcast clouds
407,Khamamatyurt,RU,43.6081,46.5006,60.82,86,57,7.78,broken clouds
408,Lata,PT,40.1629,-8.3327,65.05,85,7,2.53,clear sky
409,Oktyabrskoye,RU,43.0645,44.7417,53.74,100,9,3.71,clear sky
410,Cherrapunji,IN,25.3,91.7,60.67,91,29,2.19,heavy intensity rain
411,Kiunga,PG,-6.1219,141.2906,74.53,92,100,3.24,overcast clouds
412,Drovyanaya,RU,51.5833,113.0333,42.31,49,99,5.84,overcast clouds
413,Tamworth,GB,52.634,-1.6959,55.72,69,21,3.0,few clouds
414,Betanzos,ES,43.2804,-8.2147,66.85,78,0,2.95,clear sky
415,Kloulklubed,PW,7.0419,134.2556,77.5,77,98,22.62,overcast clouds
416,Minab,IR,27.1467,57.0801,85.5,30,1,1.99,clear sky
417,Buraydah,SA,26.326,43.975,93.65,12,8,6.62,clear sky
418,Kondinskoye,RU,59.6481,67.41,51.37,88,79,11.34,broken clouds
419,Garden City,US,42.3256,-83.331,71.87,32,20,3.0,few clouds
420,Ancud,CL,-41.8697,-73.8203,54.93,94,100,16.73,light rain
421,Santa Maria,BR,-29.6842,-53.8069,47.5,76,0,1.23,clear sky
422,Brae,GB,60.3964,-1.353,46.31,95,27,9.22,scattered clouds
423,Nagyrede,HU,47.7654,19.8482,54.66,90,100,4.54,light rain
424,Sainte-Adele,CA,45.9501,-74.1325,58.78,60,100,5.35,overcast clouds
425,Richards Bay,ZA,-28.783,32.0377,63.82,69,99,4.65,overcast clouds
426,Aktau,KZ,43.65,51.2,72.18,77,11,20.94,few clouds
427,Belaya Gora,RU,68.5333,146.4167,62.13,36,22,15.12,few clouds
428,Coquimbo,CL,-29.9533,-71.3436,56.93,88,20,4.52,few clouds
429,Umm Kaddadah,SD,13.6017,26.6876,88.99,14,1,7.4,clear sky
430,Towada,JP,40.6127,141.2067,54.21,71,50,9.1,scattered clouds
431,Winton,US,37.3894,-120.6133,100.08,28,1,9.22,clear sky
432,Doha,QA,25.2867,51.5333,94.98,38,0,4.61,clear sky
433,Midland,US,31.9974,-102.0779,82.69,50,90,16.11,overcast clouds
434,Ottawa,CA,45.4112,-75.6981,67.66,30,40,1.99,scattered clouds
435,Vanavara,RU,60.34,102.2797,38.91,85,37,2.48,scattered clouds
436,Ambatofinandrahana,MG,-20.55,46.8,52.95,83,0,2.26,clear sky
437,Rennes,FR,48.1667,-1.6667,64.44,63,0,7.18,clear sky
438,Fayaoue,NC,-20.65,166.5333,72.81,53,13,6.11,few clouds
439,Lensk,RU,60.7253,114.9278,46.72,83,98,10.04,overcast clouds
440,Taylorville,US,39.5489,-89.2945,72.88,42,1,4.61,clear sky
441,Port Blair,IN,11.6667,92.75,81.23,83,100,4.45,overcast clouds
442,Bodaybo,RU,57.8506,114.1933,38.48,100,100,1.77,light rain
443,Wuwei,CN,37.9281,102.6414,60.94,45,86,4.97,overcast clouds
444,Srednekolymsk,RU,67.45,153.6833,62.67,27,10,11.25,clear sky
445,Miracema Do Tocantins,BR,-9.5618,-48.3967,78.94,47,46,2.01,scattered clouds
446,Gizo,SB,-8.103,156.8419,81.95,76,90,4.41,overcast clouds
447,Sept-Iles,CA,50.2001,-66.3821,61.32,31,40,12.66,scattered clouds
448,Manzanillo,CU,20.3433,-77.1167,83.53,66,72,6.67,broken clouds
449,Sarangani,PH,5.4033,125.4636,78.33,83,100,10.2,light rain
450,Faridkot,IN,30.6667,74.75,91.56,28,0,5.55,clear sky
451,Kirakira,SB,-10.4544,161.9205,80.22,85,100,7.23,overcast clouds
452,Korla,CN,41.7597,86.1469,73.62,23,5,7.0,clear sky
453,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,75.7,88,70,7.23,broken clouds
454,Mahibadhoo,MV,3.7833,72.9667,83.59,70,82,20.78,broken clouds
455,Teguise,ES,29.0605,-13.564,64.62,77,40,18.14,scattered clouds
456,Hervey Bay,AU,-25.2986,152.8535,61.03,81,10,3.0,clear sky
457,Khasan,RU,42.4308,130.6434,52.52,94,96,9.66,overcast clouds
458,Karoi,ZW,-16.8099,29.6925,56.32,41,0,1.72,clear sky
459,Douglas,US,41.3,-96.167,63.7,68,90,4.94,overcast clouds
460,Bijar,IR,35.8668,47.6051,56.97,27,43,4.12,scattered clouds
461,Atbasar,KZ,51.8,68.3333,65.55,74,98,6.82,overcast clouds
462,Sinnamary,GF,5.3833,-52.95,78.26,86,67,8.48,broken clouds
463,Ahuimanu,US,21.4447,-157.8378,84.45,60,40,8.05,scattered clouds
464,Palm Coast,US,29.585,-81.2078,84.42,68,1,5.01,clear sky
465,Ocos,GT,14.5094,-92.1933,91.9,67,70,8.19,broken clouds
466,Starogard Gdanski,PL,53.964,18.5264,46.89,100,10,7.58,clear sky
467,Christchurch,NZ,-43.5333,172.6333,51.03,94,75,8.01,light rain
468,Ponta Delgada,PT,37.7333,-25.6667,63.32,77,20,6.91,few clouds
469,Tukan,RU,53.8409,57.4552,54.34,97,94,2.91,overcast clouds
470,Assare,BR,-6.8744,-39.875,73.98,46,29,3.42,scattered clouds
471,Coihaique,CL,-45.5752,-72.0662,48.15,93,75,4.61,light rain
472,Poltava,UA,49.5937,34.5407,48.49,96,96,6.6,overcast clouds
473,Rawson,AR,-43.3002,-65.1023,49.95,83,100,13.65,overcast clouds
474,Ha Noi,VN,21.0245,105.8412,84.2,81,95,2.51,overcast clouds
475,Bereda,ES,43.2686,-7.5406,58.75,96,5,4.76,clear sky
476,Mayna,RU,54.1135,47.6231,44.69,88,100,12.3,moderate rain
477,Tucumcari,US,35.1717,-103.725,69.64,60,90,20.49,overcast clouds
478,Cabedelo,BR,-6.9811,-34.8339,77.67,86,83,8.28,broken clouds
479,At-Bashi,KG,41.1702,75.8106,52.29,74,56,0.6,broken clouds
480,Fiumicino,IT,41.7675,12.2291,67.01,80,0,2.3,clear sky
481,Tromso,NO,69.6496,18.957,45.25,87,75,5.01,broken clouds
482,Udachnyy,RU,66.4167,112.4,56.21,37,14,4.54,few clouds
483,Roald,NO,62.5833,6.1333,56.16,87,40,10.36,scattered clouds
484,Stony Mountain,CA,50.0864,-97.2196,66.85,45,75,16.4,broken clouds
485,Mount Gambier,AU,-37.8333,140.7667,39.11,81,36,9.22,scattered clouds
486,Palmer,US,42.1584,-72.3287,49.62,86,90,1.01,overcast clouds
487,Aksarka,RU,66.5606,67.7975,34.7,71,7,12.17,clear sky
488,College,US,64.8569,-147.8028,65.66,40,75,3.44,broken clouds
489,Hukuntsi,BW,-24.0,21.75,54.91,39,8,7.2,clear sky
490,Viesca,MX,25.35,-102.8,97.16,19,89,7.81,overcast clouds
491,Ubauro,PK,28.1652,69.7289,90.28,49,0,17.87,clear sky
492,Macusani,PE,-14.0833,-70.4333,40.68,72,95,5.61,overcast clouds
493,Chiredzi,ZW,-21.05,31.6667,60.1,46,0,7.63,clear sky
494,Bantou,CN,26.2151,117.4893,71.28,98,100,1.59,overcast clouds
495,Solnechnyy,RU,50.7214,136.6319,52.56,65,86,2.73,overcast clouds
496,Orange,US,33.7,-117.7675,87.87,66,75,1.99,broken clouds
497,Kulunda,RU,52.566,78.9385,58.28,57,7,8.79,clear sky
498,Bud,US,39.447,-86.1758,71.55,43,0,5.14,clear sky
499,Aljezur,PT,37.3191,-8.8033,60.46,91,73,5.28,broken clouds
500,Raudeberg,NO,61.9875,5.1352,48.87,92,13,8.66,few clouds
501,Ukiah,US,39.1502,-123.2078,101.12,26,1,10.36,clear sky
502,Smithers,CA,54.7804,-127.1743,53.92,76,90,4.61,overcast clouds
503,Krian,ID,-7.4104,112.5792,78.62,90,64,1.7,broken clouds
504,Mayumba,GA,-3.432,10.6554,76.5,91,97,7.16,overcast clouds
505,Prince Rupert,CA,54.3161,-130.3201,55.49,94,90,4.61,light rain
506,Lakheri,IN,25.6667,76.1667,91.22,33,38,3.13,scattered clouds
507,Morondava,MG,-20.2833,44.2833,68.77,79,0,9.8,clear sky
508,Bykovo,RU,55.6361,38.0803,51.57,53,0,9.37,clear sky
509,Port Hawkesbury,CA,45.6169,-61.3485,54.09,79,75,5.01,broken clouds
510,Kroya,ID,-7.6331,109.2461,75.2,87,86,4.47,overcast clouds
511,Banjarmasin,ID,-3.3244,114.591,75.34,89,100,2.37,overcast clouds
512,Bridgetown,BB,13.1,-59.6167,82.89,61,75,19.26,broken clouds
513,Macae,BR,-22.3708,-41.7869,76.75,88,90,6.91,overcast clouds
514,Cururupu,BR,-1.8283,-44.8683,76.17,91,24,2.82,few clouds
515,Jumla,NP,29.2747,82.1838,56.17,84,58,2.04,broken clouds
516,Zaraza,VE,9.3503,-65.3245,82.27,62,93,9.33,overcast clouds
517,Valley City,US,46.9233,-98.0032,76.19,33,1,8.05,clear sky
518,Naze,JP,28.3667,129.4833,71.71,82,100,15.17,overcast clouds
519,Pouembout,NC,-21.1333,164.9,71.28,55,72,8.48,broken clouds
520,Lembeni,TZ,-3.7833,37.6167,66.29,70,97,1.81,overcast clouds
521,Kisangani,CD,0.5167,25.2,74.89,82,77,1.23,broken clouds
522,Serebryansk,KZ,49.6925,83.2892,45.95,61,4,2.75,clear sky
523,Caloundra,AU,-26.8,153.1333,60.33,78,18,1.99,few clouds
524,Woodward,US,36.4337,-99.3904,63.63,100,90,16.2,overcast clouds
525,Ahipara,NZ,-35.1667,173.1667,58.03,86,71,25.77,broken clouds
526,Manaus,BR,-3.1019,-60.025,82.9,78,40,2.3,scattered clouds
527,Kibala,TD,9.1104,18.3463,89.55,58,0,0.0,clear sky
528,Labuan,MY,5.2767,115.2417,77.36,100,20,0.0,few clouds
529,Loiza,PR,18.4313,-65.8802,85.98,67,40,12.19,scattered clouds
530,Kajaani,FI,64.2273,27.7285,50.05,53,0,4.61,clear sky
531,Pacific Grove,US,36.6177,-121.9166,93.61,75,1,3.0,clear sky
532,Muli,MV,2.9167,73.5667,83.16,73,24,20.87,few clouds
533,Nhulunbuy,AU,-12.2333,136.7667,75.81,88,75,13.8,broken clouds
534,Bonthe,SL,7.5264,-12.505,79.65,84,100,7.23,light rain
535,Shizunai,JP,42.3339,142.3669,46.47,83,58,22.77,broken clouds
536,Saint-Joseph,RE,-21.3667,55.6167,70.21,77,26,5.41,scattered clouds
537,Chingola,ZM,-12.529,27.8838,52.29,53,0,4.41,clear sky
538,Erzin,TR,36.9559,36.2,70.0,83,0,0.69,clear sky
539,Murgab,TM,37.4966,61.9714,84.07,42,0,9.66,clear sky
540,Atascadero,US,35.4894,-120.6707,92.05,29,1,3.0,clear sky
541,Sabha,LY,27.0377,14.4283,88.66,16,1,15.14,clear sky
542,Grindavik,IS,63.8424,-22.4338,46.87,81,20,16.13,few clouds
543,Srinagar,IN,34.0833,74.8167,57.42,80,0,1.57,clear sky
544,Acapulco,MX,16.8634,-99.8901,89.42,58,40,9.13,scattered clouds
545,Ereymentau,KZ,51.6199,73.1033,68.32,38,96,8.43,overcast clouds
546,Damavand,IR,35.7178,52.065,74.55,21,9,4.47,clear sky
547,Vila Franca Do Campo,PT,37.7167,-25.4333,63.01,82,62,7.05,broken clouds
548,Piracanjuba,BR,-17.3028,-49.0167,79.18,41,100,0.98,overcast clouds
549,Pizarro,CO,4.9533,-77.366,80.96,78,42,7.43,scattered clouds
550,Sembakung,ID,3.8167,117.25,78.73,99,98,1.77,overcast clouds
551,Boa Vista,BR,2.8197,-60.6733,78.78,78,75,5.75,broken clouds
552,Xenia,US,39.6848,-83.9296,65.43,54,75,3.44,broken clouds
553,Bayir,TR,37.2687,28.2167,57.72,61,68,2.71,broken clouds
554,Gat,IL,31.61,34.7642,77.4,42,18,3.71,few clouds
555,Puerto Baquerizo Moreno,EC,-0.9,-89.6,73.36,79,10,14.67,clear sky
556,Pocri,PA,8.2667,-80.55,84.02,70,67,6.02,broken clouds
557,Praia,CV,14.9215,-23.5087,73.94,73,0,12.66,clear sky
558,Mehamn,NO,71.0357,27.8492,40.91,96,100,23.33,overcast clouds
559,Acapetahua,MX,15.2833,-92.7,91.4,68,57,5.97,broken clouds
560,Gamboula,CF,4.1178,15.1393,70.59,88,65,1.81,broken clouds
561,Cooma,AU,-36.2333,149.1333,20.97,93,4,1.72,clear sky
562,Dakar,SN,14.6937,-17.4441,74.28,94,95,6.91,overcast clouds
563,Vila Velha,BR,-20.3297,-40.2925,78.75,83,0,5.01,clear sky
564,Lujiang,CN,31.2581,117.2817,75.96,85,100,4.43,overcast clouds
565,Lardos,GR,36.0942,28.0157,71.94,72,67,4.43,broken clouds
566,Mahbubabad,IN,17.6167,80.0167,88.5,48,68,5.08,broken clouds
567,Seoul,KR,37.5683,126.9778,63.97,88,75,4.18,broken clouds
568,Palu,ID,-0.8917,119.8707,75.9,94,94,2.98,moderate rain
569,Vredendal,ZA,-31.6683,18.5012,54.54,73,59,7.67,broken clouds
570,Vanderbijlpark,ZA,-26.7117,27.838,55.11,30,100,3.04,overcast clouds
571,Calama,CL,-22.4667,-68.9333,64.89,16,0,13.8,clear sky
572,Miles City,US,46.4083,-105.8406,72.57,18,1,3.44,clear sky
573,Saint-Jerome,CA,45.7804,-74.0036,59.85,62,90,5.64,light rain
574,Nizhniy Kuranakh,RU,58.8353,125.4869,56.88,64,55,4.59,broken clouds
575,La Carolina,ES,38.2756,-3.6153,70.95,40,100,1.72,overcast clouds
576,Stromness,GB,58.965,-3.296,48.45,93,0,14.29,clear sky
577,Nola,IT,40.922,14.5329,68.56,46,50,7.0,scattered clouds
578,Mahanoro,MG,-19.9,48.8,70.2,89,26,5.7,scattered clouds
579,Los Llanos De Aridane,ES,28.6585,-17.9182,65.95,82,90,15.68,overcast clouds
580,Nara,JP,34.6851,135.8049,64.98,55,0,2.62,clear sky
581,San Quintin,MX,30.4833,-115.95,65.41,62,77,15.14,broken clouds
582,Saurimo,AO,-9.6608,20.3916,60.15,39,15,5.3,few clouds
583,Saint-Louis,SN,16.3333,-15.0,91.04,36,63,13.98,broken clouds
584,Umm Lajj,SA,25.0213,37.2685,87.85,41,75,4.63,broken clouds
585,Antalaha,MG,-14.9003,50.2788,70.7,91,8,4.54,clear sky
586,Mount Isa,AU,-20.7333,139.5,49.77,57,4,0.0,clear sky
587,Cordoba,AR,-31.4135,-64.1811,63.45,34,0,9.04,clear sky
588,Zhob,PK,31.3411,69.4481,80.31,25,4,2.93,clear sky
589,Lianzhou,CN,24.7811,112.3825,75.38,98,100,1.07,overcast clouds
590,Cedar City,US,37.6775,-113.0619,79.39,8,1,16.11,clear sky
591,Portland,US,45.5234,-122.6762,82.62,42,75,1.99,broken clouds
592,Fonte Boa,BR,-2.4959,-66.2662,76.91,93,77,1.79,broken clouds
593,Raga,SS,8.4596,25.678,79.43,54,66,2.1,broken clouds
594,Greenwood,US,34.1668,-82.1165,75.47,60,23,3.0,few clouds
595,The Pas,CA,53.8251,-101.2541,57.22,41,1,5.5,clear sky
596,Fare,PF,-16.7,-151.0167,79.86,75,99,15.88,overcast clouds
597,Bisira,PA,8.5196,-81.7115,65.98,83,89,5.03,overcast clouds
598,Moba,CN,33.2288,105.0179,54.14,93,96,2.01,overcast clouds
599,Macapa,BR,0.0389,-51.0664,84.18,84,75,6.91,broken clouds
600,Amazar,RU,53.858,120.875,50.09,87,100,5.91,overcast clouds
601,Hamilton,US,39.1834,-84.5333,65.73,63,90,6.49,overcast clouds
602,Kavieng,PG,-2.5744,150.7967,81.27,81,100,9.8,moderate rain
603,Port Arthur,CN,38.8,121.2667,53.82,80,10,10.27,light rain
604,Pontianak,ID,-0.0333,109.3333,75.18,100,75,1.9,moderate rain
605,Karratha,AU,-20.7377,116.8463,66.34,71,8,11.14,clear sky
606,Belyy Yar,RU,53.6039,91.3903,44.49,81,0,1.9,clear sky
607,Saint Anthony,US,45.0205,-93.218,64.18,82,90,1.99,overcast clouds
608,Payo,ID,-3.7508,103.6372,72.16,98,74,1.72,moderate rain
609,Lincoln,US,40.8,-96.667,63.84,72,90,3.96,overcast clouds
610,Marco,US,25.9726,-81.729,87.82,65,1,8.01,clear sky
611,Lasa,IT,46.6166,10.7002,58.91,82,20,2.82,few clouds
612,Anqing,CN,30.5092,117.0506,72.82,87,89,2.17,overcast clouds
613,Bilibino,RU,68.0546,166.4372,53.94,38,62,2.19,broken clouds
614,Luoyang,CN,34.6836,112.4536,70.65,44,58,5.1,broken clouds
615,Alice Springs,AU,-23.7,133.8833,44.15,53,87,4.68,overcast clouds
616,Roseburg,US,43.2165,-123.3417,85.17,28,1,11.5,clear sky
617,Mariel,CU,22.9875,-82.7536,78.94,68,64,10.94,light rain
618,Kushima,JP,31.4583,131.2333,60.84,74,41,4.05,scattered clouds
619,Borogontsy,RU,62.6683,131.1683,49.5,80,84,5.64,broken clouds
620,Pudur,IN,13.0,79.15,81.05,70,100,7.61,light rain
621,Hazorasp,UZ,41.3194,61.0742,78.64,13,7,10.83,clear sky
622,North Platte,US,41.1239,-100.7654,63.32,80,75,1.01,broken clouds
623,Haines Junction,CA,60.7522,-137.5108,58.95,38,99,9.22,overcast clouds
624,Grand Haven,US,43.0631,-86.2284,70.45,40,40,3.0,scattered clouds
625,Kantang,TH,7.4054,99.5156,78.62,88,99,2.21,overcast clouds
626,Alto Araguaia,BR,-17.3147,-53.2153,71.53,58,66,2.28,broken clouds
627,Pimenta Bueno,BR,-11.6725,-61.1936,76.51,67,73,3.15,broken clouds
628,Baykalovo,RU,57.3981,63.7684,51.85,92,94,14.97,overcast clouds
629,Tomatlan,MX,19.9333,-105.25,91.18,31,63,10.33,broken clouds
630,Tessalit,ML,20.1986,1.0114,96.19,8,99,6.38,overcast clouds
631,Nicoya,CR,10.1483,-85.452,90.95,68,88,2.42,overcast clouds
632,Cidreira,BR,-30.1811,-50.2056,51.76,56,24,8.86,few clouds
633,Tarbes,FR,43.25,0.1667,66.67,77,75,2.84,broken clouds
634,Abu Zabad,SD,12.35,29.25,90.66,29,91,6.08,overcast clouds
635,Ciudad Bolivar,VE,8.1222,-63.5497,87.69,51,99,14.43,overcast clouds
636,Hofn,IS,64.2539,-15.2082,46.35,100,100,16.08,light rain
637,Yarada,IN,17.65,83.2667,86.32,94,20,9.8,few clouds
638,Okha,RU,53.5739,142.9478,38.62,73,85,7.78,overcast clouds
639,Primero De Enero,CU,21.9469,-78.4283,80.46,63,95,8.3,light rain
640,Anadyr,RU,64.75,177.4833,52.3,61,0,11.01,clear sky
641,Carutapera,BR,-1.195,-46.02,77.5,89,17,6.44,few clouds
642,Boysun,UZ,38.2061,67.1986,73.44,25,0,8.1,clear sky
643,The Valley,AI,18.217,-63.0578,84.06,78,75,12.66,broken clouds
644,Arkhipo-Osipovka,RU,44.37,38.52,63.07,96,61,10.22,broken clouds
645,Chute-Aux-Outardes,CA,49.1168,-68.399,59.31,54,1,10.94,clear sky
646,Ugoofaaru,MV,5.6667,73.0,83.39,72,72,20.62,broken clouds
647,Xocali,AZ,39.913,46.7903,67.03,63,0,5.19,clear sky
648,Lesogorsk,RU,56.0458,99.5136,37.78,97,100,2.39,overcast clouds
649,Quatre Cocos,MU,-20.2078,57.7625,72.09,83,41,7.36,light rain
650,Tomelloso,ES,39.1522,-3.0243,73.53,35,100,8.48,overcast clouds
651,Puerto Del Rosario,ES,28.5004,-13.8627,69.55,78,20,13.8,few clouds
652,Agadir,MA,30.4202,-9.5982,68.45,55,100,3.78,overcast clouds
653,Okhotsk,RU,59.3833,143.3,40.69,85,93,6.29,overcast clouds
654,Birao,CF,10.2849,22.7882,86.58,34,21,4.18,few clouds
655,Rudnogorsk,RU,57.2639,103.7519,32.63,86,69,1.57,broken clouds
656,Ilhabela,BR,-23.7781,-45.3581,71.06,95,100,5.41,overcast clouds
657,Baswa,IN,27.15,76.5833,89.53,31,68,2.08,broken clouds
658,Gao,ML,16.6362,1.637,93.52,8,2,9.37,clear sky
659,Odienne,CI,9.51,-7.5692,76.48,81,42,4.68,scattered clouds
660,Moose Factory,CA,51.2585,-80.6094,77.0,22,1,18.41,clear sky
661,Coahuayana,MX,18.7333,-103.6833,96.28,39,99,6.93,overcast clouds
662,Rosarito,MX,32.3333,-117.0333,77.07,68,9,9.46,clear sky
663,Adwa,ET,14.1646,38.8955,71.83,29,34,5.88,scattered clouds
664,Roebourne,AU,-20.7833,117.1333,66.74,61,12,10.71,few clouds
665,Warmbad,NA,-28.45,18.7333,56.66,41,0,5.12,clear sky
666,Yuci,CN,37.6803,112.7319,64.15,55,0,5.95,light rain
667,Sokode,TG,8.9833,1.1333,83.91,70,0,0.0,light rain
668,Misratah,LY,32.3754,15.0925,71.24,70,5,7.52,clear sky
669,Raahe,FI,64.6833,24.4833,50.09,81,100,17.76,overcast clouds
670,Ulaangom,MN,49.9811,92.0667,45.72,49,30,5.88,scattered clouds
671,Bandar-E Lengeh,IR,26.5579,54.8807,91.51,49,0,4.61,clear sky
672,Kindu,CD,-2.95,25.95,71.78,70,47,1.7,scattered clouds
673,Sibolga,ID,1.7427,98.7792,75.42,89,72,3.09,broken clouds
674,Makubetsu,JP,45.3714,141.8211,41.14,85,100,11.01,overcast clouds
675,Punta Gorda,US,26.9298,-82.0454,91.06,51,75,1.99,broken clouds
676,Cartagena,CO,10.3997,-75.5144,87.42,66,40,6.91,scattered clouds
677,Yendi,GH,9.4427,-0.0099,77.07,82,82,2.84,light rain
678,General Roca,AR,-39.0333,-67.5833,64.8,42,99,25.52,overcast clouds
679,Maarianhamina,AX,60.0973,19.9348,48.06,76,0,6.91,clear sky
680,Havre-Saint-Pierre,CA,50.2334,-63.5986,62.96,31,1,12.66,clear sky
681,Yemelyanovo,RU,56.1681,92.6767,29.21,100,0,1.77,clear sky
682,Lykhivka,UA,48.6874,33.9228,54.32,95,72,6.33,broken clouds
683,Aasiaat,GL,68.7098,-52.8699,33.21,87,62,18.05,broken clouds
684,Polovinnoye,RU,54.7914,65.9864,65.82,71,86,12.39,overcast clouds
685,Itarema,BR,-2.9248,-39.9167,79.12,75,1,12.93,clear sky
686,Denpasar,ID,-8.65,115.2167,78.46,94,20,3.15,few clouds
687,Izhevskoye,RU,54.5567,40.8703,44.96,77,100,12.55,light rain
688,Yulara,AU,-25.2406,130.9889,51.64,46,96,5.75,overcast clouds
689,Salamiyah,SY,35.0113,37.0532,67.42,42,0,5.73,clear sky
690,Hami,CN,42.8,93.45,66.72,13,0,3.22,clear sky
691,Jardim,BR,-21.4803,-56.1381,66.51,98,100,10.11,overcast clouds
692,Mayo,US,38.8876,-76.5119,55.51,82,90,8.01,overcast clouds
693,Urengoy,RU,65.9667,78.3667,41.63,83,100,8.3,overcast clouds
694,Bembereke,BJ,10.2283,2.6634,78.62,65,89,5.97,overcast clouds
695,Edinburg,GB,55.9521,-3.1965,57.72,93,0,2.1,clear sky
